乘隙,顺便
条款,条目
坐吃山空,坐吃山崩
旷古未闻,前所未闻
朱颜,红颜
踉跄,蹒跚
别生枝节,横生枝节
惩戒,惩责
佳兆,喜兆
懵懂,戆直
将功赎罪,以功赎罪
手下败将,败军之将
麻木,麻痹
徒弟,门徒
严防,谨防
雨零星乱,雨零星散
如释重负,轻松自如
包藏,掩饰
轻财敬士,轻财重士
印子钱,高利贷
大怒,盛怒
街坊四邻,街坊邻里
入吾彀中,尽入彀中
招摇,猖獗
心术不正,心术不端
排头兵,茅头兵
率性,肆意
今非昔比,人世沧桑
妍媸,美丑
景遇,景况
依偎,倚靠
希世之宝,稀世珍宝
乘隙而入,趁虚而入
戛玉敲金,戛玉锵金
先生,师长
拔苗助长,揠苗助长
令行禁止,雷厉风行
沉冤莫白,含冤莫白
法衣,僧衣
欣欣然,飘飘然
触类旁通,知一万毕
土壤,泥土
泰山压卵,狮子搏兔
没日没夜,无天无日
雄飞,蠢动
工头,领班
收之桑榆,焉知非福
劣势,颓势
腊肠,香肠
含英咀华,含菁咀华
鬼头鬼脑,鬼头滑脑
入口,进口
刻木为吏,削木为吏
口含天宪,口衔天宪
处决,处斩
胡说乱道,胡说白道
分金掰两,分斤掰两
顺耳,悦耳
尽量,尽管
言归正传,闲话少说
出言不逊,口出不逊
下劣,轻贱
春冰虎尾,虎尾春冰
将心比心,将胸比肚
炳如日星,炳若日星
汽锅,锅炉
坐薪尝胆,坐薪悬胆
洞穿,穿破
封妻荫子,拔宅飞升
赌钱,赌博
癫狂,发疯
他杀,谋杀
奢望,奢想
表里山河,山河表里
时和岁丰,时和年丰
古里古怪,阴阳怪气
梧鼠之技,梧鼠五技
目光,眼神
离席,退席
怀愁,饮恨
比量齐观,等量齐观
察察为明,察察而明
息交绝游,杜门却扫
前往,前去
恬淡无为,清静无为
快心满志,快心遂意
行同陌路,非亲非故
标的,对象
龙蟠虎踞,踞虎盘龙
风木之悲,风木含悲
小试锋芒,牛刀小试
三分鼎足,鼎足之势
豺狼当道,长夜漫漫
亏欠,亏空
种别,类别
直眉瞪眼,直眉睖眼
暧昧不明,含糊不清
清宴,清晏
创议,提议
半间不界,不三不四
飞沙走砾,飞砂扬砾
减色,逊色
打饥荒,闹饥荒
切断,割断
事变,事项
鸡飞狗叫,鸡飞狗跳
取舍,弃取
临幸,同房
剃发,剪发
摩砺以须,摩厉以须
高傲,清高
好听,悦耳
住持,方丈
镂冰炊砾,铸木镂冰
平衡,均衡
眼中钉,肉中刺
投奔,投靠
一叶障目,不见泰山
地主,田主
对床夜雨,夜雨对床
枕戈坐甲,枕戈披甲
高下其手,高下在手
公示,公开
鱼游釜底,鱼游釜中
奸笑,冷笑
前卫,时尚
习气,习惯
大半,泰半
出路,前途
今生,此生
一点,一丝
生财之道,生财有道
饮水知源,饮水辨源
花哨,浓艳
拨云撩雨,拨雨撩云
包罗万象,一应俱全
五脏六腑,五藏六府
独立国,自主国
歧路亡羊,误入歧途
水灵,鲜活
中馈乏人,中馈犹虚
丰姿绰约,丰神绰约
顽皮赖肉,顽皮赖骨
卖官鬻爵,卖官贩爵
不稼不穑,五谷不分
发愣,发呆
养分,营养
合而为一,合二为一
如鱼似水,似水如鱼
锄奸,除奸
春暖花开,春回大地
五行俱下,五行并下
仙葩,奇葩
累块积苏,累苏积块
避实就虚,就事论事
致敬,致意
等同,同等
火药,炸药
罪大恶极,十恶不赦
鱼鲁帝虎,鲁鱼帝虎
礼仪,礼节
燕瘦环肥,环肥燕瘦
料峭春寒,春寒料峭
扯谈,胡诌
敷陈,陈说
低吟,默读
企足而待,企踵可待
分摊,分担
不时,时时
然糠照薪,然糠自照
势在必行,大势所趋
冷丝丝,凉飕飕
康乐,愉逸
扫地出门,扫地以尽
半懂不懂,似懂非懂
二缶钟惑,二缶锺惑
居住,栖身
凶手,凶犯
躲债,避债
执笔,援笔
病病歪歪,病病殃殃
穷源溯流,穷源竟委
外传,传说
餐风饮露,餐风咽露
如狼似虎,穷凶极恶
使性掼气,使性谤气
浅易,简单
摇席破坐,摇席破座
州官,州长
假人辞色,假以辞色
筹办,操办
百足不僵,死而不僵
主宰,主管
见怪,怪罪
伪币,伪钞
按兵束甲,按兵不动
断袖之癖,断袖余桃
湿润,润湿
劳燕分飞,风流云散
活着,在世
徙薪曲突,曲突徙薪
大家风范,大将风度
一泻百里,一泻万里
金印紫绶,金章紫绶
篆刻,镌刻
狼餐虎咽,狼餐虎噬
小型,袖珍
在乎,介意
充任,充当
头前,头里
隔靴抓痒,隔靴搔痒
招揽,罗致
焦虑不安,心绪不宁
浅色,淡色
正大光明,正正经经
搭客,游客
别称,又名
各有所好,各有所爱
断气,气绝
公价,官价
人丁,生齿
算无遗策,策无遗算
负地矜才,负材矜地
来之不易,谈何容易
逃跑,逃遁
乐观,达观
公私分明,平心而论
势如破竹,破竹之势
礼贤下士,彬彬有礼
无益,有害
贪赃舞弊,贪赃枉法
鹏程万里,鹏霄万里
勘误表,正误表
丧家狗,落水狗
实际,现实
文虎,灯谜
弃之敝屣,弃若敝屣
清茶淡饭,熬姜呷醋
石匠,石工
天孙,王孙
咫尺万里,咫尺天涯
停刊,休刊
悲观失望,楚囚对泣
情同一家,情同骨肉
夜静更深,夜静更长
去粗取精,澄沙汰砾
接二连三,牵五挂四
身无完肤,体无完皮
千思万想,千思万虑
流芳千古,流芳后世
官场,政海
玉体,贵体
失魂落魄,销魂夺魄
花里胡哨,花里胡梢
舍己为公,舍己为人
照射,映射
大吃大喝,暴饮暴食
子弟,后辈
口岸,港口
乐谱,曲谱
志愿,意愿
名门,望族
当耳边风,风吹马耳
追查,清查
不足齿数,不在话下
贫病交攻,贫病交迫
最少,起码
出乖弄丑,出乖露丑
死拼,拼命
沟渠,水渠
三十而立,而立之年
奉陪,作陪
唯吾独尊,唯我独尊
赞歌,颂歌
庸俗,卑俗
褪色,脱色
门路,阶梯
茂密,浓密
趋势,走向
抚今思昔,抚今痛昔
权倾中外,权倾天下
密斯,小姐
换衣,更衣
不准,禁绝
脱缰之马,脱缰野马
认同,认可
鲜衣怒马,鲜衣良马
睹物思人,人亡物在
色胆包天,色胆迷天
真正,真确
揎拳攞袖,揎拳裸袖
狂风怒号,狂风骤雨
心驰魏阙,心瞻魏阙
明示,昭示
倒映,反照
剑头一吷,剑首一吷
安堵,安居
反感,恨恶
丧事,凶事
迥乎不同,迥然相异
川资,盘川
铮铮铁骨,铮铮铁汉
冷光,寒光
言笑自如,言笑自若
康慨,激昂
三徙成国,三徙成都
功绩,业绩
录像,摄像
才疏德薄,才轻德薄
倍日并行,倍道兼行
繁忙,繁冗
奇谈怪论,海外奇谈
骁雄,勇士
惨白,煞白
八仙过海,八仙过海
议论文,论说文
分茅列土,分茅裂土
地大物博,幅员辽阔
井然,整齐
土阶茅屋,土阶茅茨
鹤寿,鹤龄
天罗地网,天网恢恢
修业,肆业
博览会,展览会
柔情似水,柔情密意
老有所养,老有所终
授奖,受奖
信得过,靠得住
冲击,冲锋
军装,戎服
自私,利己
重峦叠巘,重峦复嶂
浅深,深浅
戈壁,沙漠
望风希指,望风希旨
数一数二,百里挑一
不足为训,不足为法
月旦,品评
日久见人心,疾风知劲草
杂居,混居
笑哈哈,笑吟吟
公判,公审
总数,总和
疾走,狂奔
黑乎乎,黑乌乌
一路货色,物以类聚
匹敌,抗衡
心血,血汗
鱼跃鸢飞,鸢飞鱼跃
焦头烂额,烂额焦头
翘足,跷足
体恤,矜恤
闭关自守,闭境自守
保险,保障
瓦解冰泮,瓦解冰消
气贯长虹,大气磅礴
吹箫乞食,吴市吹箫
人民,黎民
拾零,鳞爪
夙愿,素志
奔走呼号,奔走相告
聱牙戟口,聱牙诘曲
一不扭众,四不拗六
玄色,黑色
极目远望,极目远眺
东抹西涂,东涂西抹
转日回天,转海回天
轰轰烈烈,烈烈轰轰
真货,真迹
奇花异卉,奇葩异卉
隔开,离隔
恰巧,巧合
下班,放工
一溜烟,一转眼
谦恭,谦敬
以辞取人,以言取人
映雪读书,映月读书
千家万户,千门万户
绘制,绘图
求田问舍,问舍求田
勾勒,勾画
拆卸,毁坏
大开,敞开
吊丧,吊问
丁宁,丁宁
百废待举,百端待举
情有可原,无可非议
颓垣败壁,颓垣败井
摘埴索涂,擿埴索涂
涨落,起落
碎尸万段,千刀万剐
昭节,艳阳
摩顶至足,摩顶至踵
客籍,祖籍
上层,表层
识字知书,识文谈字
沿门托钵,沿门持钵
劫数,劫运
临别赠言,临别赠语
荡漾,激荡
拨万论千,拨万轮千
百年树人,百载树人
不齿于人,狗彘不如
催讨,追讨
还朴反古,还淳反古
山岚,烟岚
邈若山河,邈若河山
反射,折射
一扫而空,一扫而光
汲汲忙忙,汲汲皇皇
黏贴,粘贴
冷箭,暗箭
亲如手足,称兄道弟
寄卖,寄售
充饥,果腹
慷慨赴义,殒身不恤
清风劲节,清风峻节
敞亮,豁亮
家数,门户
爆发,爆发
至死不变,死不改悔
好天,晴天
去头去尾,掐头去尾
倒闭,破产
裁月镂云,裁云剪水
推心置腹,推诚置腹
星斗,星辰
声明,申明
对准,瞄准
宿世冤家,夙世冤家
如虎傅翼,如虎生翼
凡胎浊骨,浊骨凡胎
一寸丹心,赤子之心
喜剧,笑剧
聊以自慰,聊以自娱
寒舍,蓬门
远处,远方
怪声怪气,阴阳怪气
龙蟠虎伏,龙骧虎跱
可贵,难得
南郭先生,南郭处士
弯弓饮羽,射石饮羽
长期打算,长算远略
有口难辩,百口莫辩
屡败屡战,屡战屡败
混世魔王,伴食宰相
边关,边域
饱经忧患,历尽沧桑
叫醒,唤醒
天夺之魄,天夺其魄
一男半女,寸男尺女
眼下,脚下
循循善诱,教导有方
贤明,英明
严陈以待,待理不理
戎马倥偬,戎马生涯
我黼子佩,有福同享
亲当矢石,身当矢石
入时,时兴
勘误,校勘
示威,请愿
滞闷,郁塞
改恶为善,改恶向善
前程似锦,锦绣前程
远程,长途
众多,繁多
咳唾成珠,咳珠唾玉
质疑辨惑,质疑问难
三尸,彭尸
丹青,图画
磊瑰不羁,磊落不羁
打滚撒泼,撒泼打滚
获胜,胜仗
休戚,喜忧
鸨母,龟婆
矫若惊龙,身强力壮
献技,献艺
鲜嫩,鲜美
福寿绵绵,福寿绵长
泯灭,淹灭
生机勃勃,生气蓬勃
女娲补天,炼石补天
击楫中流,枕戈击楫
降落,着陆
狡计,诡计
探幽索隐,探赜索隐
送往迎来,送旧迎新
证实,确认
玉石俱摧,玉石俱碎
秋毫之末,轻于鸿毛
迷魂汤,迷魂药
明喻,直喻
斗而铸锥,斗而铸兵
三分鼎足,三分鼎立
前人,昔人
踔厉奋发,踔厉骏发
嫁奁,嫁妆
转弯磨角,转湾抹角
狐臭,腋臭
生养,生育
酌古参今,酌古斟今
一代宗臣,一代鼎臣
胆战心慌,胆战心摇
死不瞑目,抱恨黄泉
成全,玉成
宿舍,寝室
假名,化名
阒无一人,茕茕孑立
浃髓沦肌,浃髓沦肌
奇幻,玄幻
乞援,请援
尘埃落定,盖棺论定
妩媚,娇媚
悬河注火,悬河泻火
不露声色,不露神色
契机,机会
短缺,欠缺
孔殷,殷切
囊空如洗,囊中羞涩
以古为镜,以古为鉴
良策,善策
圣洁,神圣
擦抹,擦拭
勇于,敢于
发源,发祥
意识,意志
提及,说起
浪子,荡子
今夜,通宵
字迹,笔迹
屁滚尿流,屎屁直流
举杯,碰杯
勒令,迫令
学费,膏火
流光溢彩,熠熠生辉
抽芽,发芽
金灿灿,黄灿灿
飞刍挽粮,飞刍挽粟
仙姿佚貌,仙姿玉貌
大智大勇,骁勇善战
天下太平,长治久安
不立文字,口耳相传
十拏九稳,安若泰山
抽芽,萌芽
畏缩不前,打退堂鼓
军队,戎行
无可比拟,无与比伦
揽辔澄清,揽辔登车
着迷,入迷
绣花枕头,羊质虎皮
防守,退守
别有天地,别有洞天
甘之如荠,甘心如荠
要而言之,要而论之
浇漓,浇薄
家反宅乱,家烦宅乱
儿女,昆裔
咂嘴咂舌,咂嘴弄舌
低头,俯首
心惊肉战,心胆俱裂
假定,假设
家境,家景
公私两利,公私两便
游水,拍浮
坑人,坑货
余数,尾数
腰包,钱袋
放晴,转晴
胡涂,昏瞶
邪不压正,魔高一尺
顿脚捶胸,顿足捶胸
夙兴夜处,夙兴昧旦
猛将,虎将
暮鼓晨钟,暮鼓朝钟
牛饮,豪饮
无本之木,无米之炊
片断,片段
铁板铜弦,铜琶铁板
形劫势禁,形禁势格
年轻,年青
温香软玉,温香艳玉
私运,走私
忠贯白日,忠贯日月
心宽体胖,心广体胖
摇撼,晃悠
失张失智,失张失致
天佑,天助
点石成金,点铁成金
杜绝,根绝
执守,持守
喧哗,喧腾
归正首丘,归正邱首
区分,划分
剪草除根,翦草除根
构造,结构
五彩纷呈,姹紫嫣红
熬清受淡,熬清守淡
做眉做眼,挤眉弄眼
深广,博识
幸免,避免
举世瞩目,名震中外
茹毛饮血,饮血茹毛
弯弯曲曲,曲曲折折
息争,和解
疲塌,拖拉
阿毗地狱,阿鼻地狱
兴废继绝,兴灭继绝
卓乎不群,卓尔独行
功成身退,角巾私第
才气过人,才气无双
泛滥成灾,洪水横流
魔法,邪法
头上安头,床上安床
人以群分,物以类聚
叵奈,叵耐
一误再误,将错就错
百万雄兵,百万雄师
继而,进而
返朴归真,回归自然
画虎刻鹄,画龙刻鹄
不可言传,不可言宣
胸无城府,胸无宿物
疾言倨色,疾言遽色
专指,特指
漂洋过海,远涉重洋
劳燕分飞,鸾凤分飞
尖端,顶端
贮蓄,贮积
宝塔,浮屠
振臂一呼,登高一呼
八面受敌,楚歌四面
垮台,完蛋
志高气扬,足高气扬
亲属,支属
即兴,随性
兴会淋漓,兴致淋漓
洞开,敞开
快心满意,快心遂意
盘点,清点
虚位以待,虚左以待
头足异处,首足异处
筑室道谋,谋道作舍
破矩为圆,破觚为圜
听其自然,自生自灭
满谷满坑,满坑满谷
神色不惊,神色不动
精雕细琢,镌脾琢肾
他人,别人
众喣漂山,众喣飘山
仇敌,寇仇
滑头,狡徒
厨子,庖丁
吹箫乞食,吹篪乞食
一夫一妻,一家一计
冰冷,冰凉
岑岭,高峰
前沿,征侯
越狱,逃狱
孤立,独处
分管,分担
下笔千言,日试万言
主座,长官
斗艳争芳,争芳斗艳
侯门似海,侯门如海
散伙,拆伙
悬车之岁,悬车之年
偶合,巧合
小房,斗室
吵嚷,喧噪
妙不可言,神乎其神
守先待后,继往开来
冠军,头筹
桂冠,头筹
极点,顶点
丁壮,壮年
分崩离析,分化瓦解
秘本,珍本
源源不绝,绵绵不断
马耳东风,马耳春风
操之过急,操之过切
日曜日,星期日
一顾倾城,一见倾心
历本,通书
脓包,饭桶
拙笔,秃笔
使劲,用力
出现,崭露
轶事遗闻,轶闻遗事
幻想,胡想
本心,素心
东讨西伐,东讨西征
淘沙取金,淘沙得金
大亨,富翁
大军,雄师
以疏间亲,远不间亲
扣头,折扣
深闭固距,深闭固拒
关门打狗,关门捉贼
足不出户,足不逾户
膏唇拭舌,膏唇贩舌
狼突鸱张,狼顾鸱张
标记,标识
随俗,顺俗
葱翠,葱郁
内省,自省
外传,别传
粉骨碎身,陨身糜骨
不远万里,不远千里
潜逃,叛逃
如胶投漆,如胶如漆
凉快,风凉
人心叵测,人心惟危
一卧不起,一病不起
动机,念头
天老地荒,地老天荒
井井有序,井井有绪
席丰履厚,席履丰厚
人给家足,人足家给
有礼有节,不卑不亢
横扫千军,风卷残云
堆集,堆积
删省,删节
撒泼,撒野
器度,器量
朴重,正直
腐化堕落,蜕化变质
净水,清水
对手,敌手
感想,感念
半吞半吐,半吐半露
元凶,元恶
重负,重担
背公营私,损公肥私
影射,隐射
扎实,塌实
凤泊鸾飘,鸾飘凤泊
永无止境,无止无休
心上人,意中人
水楔不通,水泄不透
专权,擅权
鱼龙混杂,牛骥同皁
傲气,骄气
云窗月帐,云窗霞户
目录,目次
寓意,涵义
求饶,讨饶
坠溷飘茵,堕溷飘茵
梦寐以求,日思夜想
马甲,无袖
闭合,紧闭
属目,注目
上行下效,邹缨齐紫
朔月,满月
欢送,送别
委果,着实
天下一家,世界大同
衰年,颓龄
摇钱树,钱树子
攒三集五,攒三聚五
鬼出电入,鬼出神入
爽然自失,爽然若失
破灭,幻灭
专程,特为
衣绣昼行,衣锦昼游
脚色,角色
大喊大叫,大呼小叫
报本反始,知恩图报
下午,下昼
折冲尊俎,俎樽折冲
录音,灌音
说一是一,一言为定
接管,回收
阒无一人,阒其无人
叹伤,悲叹
济河焚舟,有进无退
气义相投,气谊相投
管事,处事
鼠盗狗窃,鼠窃狗盗
宝贝疙瘩,心肝宝贝
不堪造就,不宜深造
攻城掠地,攻城略地
安产,顺产
稼穑,庄稼
对联,对子
蛊卦,蛊惑
将遇良才,将遇良材
死乞白赖,死求白赖
年成,年景
擂鼓筛锣,筛锣擂鼓
老小,长幼
年过花甲,年逾古稀
男婚女聘,男婚女嫁
嗜痂之癖,嗜痂成癖
身世,出身
何足挂齿,何足道哉
三曹对案,三头对案
月光,蟾光
室迩人遐,室迩人遥
贼子乱臣,逆臣贼子
麦秀两岐,麦穗两歧
搭救,营救
抽薪止沸,安内攘外
买笑迎欢,买笑追欢
晦暗,昏花
邻人,邻居
愉悦,华蜜
贪玩,玩耍
皮里春秋,皮里阳秋
声泪俱下,嚎啕大哭
半文不白,半文半白
永生,长生
迟徊观望,迟疑观望
强记博闻,强识博闻
大权在握,大权独揽
陵园,陵寝
倚官仗势,倚财仗势
白黑不分,白黑颠倒
扳话,攀谈
困倦,困乏
沏茶,泡茶
炊沙成饭,蒸沙成饭
尊严,尊荣
寄递,递送
枯坐,闲坐
超额,逾额
厕所,茅厕
讹传,谣传
感性,理性
污水,浑水
密密匝匝,密密麻麻
沉灶产蛙,沉灶生蛙
颖悟绝人,颖悟绝伦
炮火连天,战火纷飞
允执其中,允执厥中
减慢,降速
堑山堙谷,堙谷堑山
不见天日,暗无天日
含齿戴发,戴眉含齿
惜老怜贫,怜贫惜老
古往今来,亘古亘今
浪荡,游荡
不利,晦气
酬金,酬谢
活埋,生坑
漏掉,遗漏
冷天,寒天
甜言美语,甜言媚语
昼伏夜动,昼伏夜行
九关虎豹,九阍虎豹
佛教,佛教
弃如敝屣,视如敝屣
蔽聪塞明,蔽明塞聪
衔尾相属,衔尾相随
潦倒,落魄
去太去甚,去甚去泰
顶嘴,顶撞
义正严词,词严义正
壮盛,鼎盛
中庸之道,不夷不惠
不蔓不枝,文从字顺
旷世奇才,旷世逸才
恶意中伤,恶语中伤
泰平,平安
铁板一块,牢不可破
碉堡,堡垒
千辛万苦,亿辛万苦
鸦默鹊静,鸦默雀静
不蔓不枝,不蔓不支
冥顽不灵,愚不可及
含冰茹檗,饮冰食檗
安危相易,祸福相生
声色俱厉,辞严义正
忆苦思甜,温故知新
智慧,智谋
悲喜交集,惊喜交集
水长船高,水涨船高
追福,追荐
琵琶别弄,琵琶别抱
雄略,雄图
得势,得宠
缭乱,狼籍
明验大效,明验大效
对证,对质
要义,要旨
写作,写稿
哑子得梦,哑子托梦
坟场,墓地
敲榨勒索,敲榨勒索
别称,一名
首尾相连,首尾相继
呈报,禀报
缪种流传,谬种流传
博物多闻,博物洽闻
唾壶敲缺,唾壶击缺
换班,调班
茫乎,茫然
颊上三毛,颊上三毫
大马金刀,雷厉风行
旁征博引,引经据典
动工,施工
贵客,嘉宾
骇心动目,触目惊心
杯水之敬,杯水之谢
步斗踏罡,步罡踏斗
桑户棬枢,桑户蓬枢
嘉奖,嘉勉
抵挡,抵拒
不佳,欠安
反转,回转
同床共枕,长枕大被
空乏,空匮
茶饭不思,茶饭无心
轮换,轮流
断壁残垣,断壁颓垣
权宜之计,权宜之策
刎颈之交,良朋益友
逐一,一一
附属,附庸
要素,因素
滋养,滋补
大家闺秀,金枝玉叶
贪嘴,贪吃
连镳并轸,连镳并驾
忘寝废食,忘餐废寝
与人为善,好善乐施
白玉微瑕,美中不足
